ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
2224,1,59,1,3,1,0,3,3,0,13,12,10,0,12,12,1,12,2,2,0,2,2,2,2,2,0,0,1,4,3,2,1
2225,2,27,1,1,0,0,2,2,0,18,14,14,20,0,11,1,0.25,1,2,2,2,2,2,2,2,0,0,1,2,2,2,1
2230,2,40,1,1,2,0,2,2,0,12,12,0,14,11,12,1,5,2,2,1,1,2,2,2,2,0,0,1,3,2,2,1
2237,1,80,3,1,3,6,1,1,0,13,0,0,12,0,12,5,-1,2,2,8,0,4,3,1,1,1,1,1,1,1,2,1
2242,2,61,1,1,3,2,3,3,0,12,12,12,12,9,12,2,13,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1
2245,2,55,1,3,3,2,1,1,0,12,8,8,0,3,11,1,0.75,2,2,0,2,2,2,1,1,2,2,2,1,1,2,1
2250,2,56,1,3,5,2,1,1,0,14,8,0,0,12,12,1,18,1,2,0,1,1,2,2,1,0,1,2,1,1,2,1
2252,2,30,1,1,5,2,4,2,2,19,12,12,15,12,12,3,8,1,2,1,1,2,1,1,2,1,0,1,1,1,2,1
2253,2,21,1,5,8,1,2,2,0,12,12,12,0,0,12,1,0.25,2,2,0,2,2,1,3,2,0,0,1,1,1,2,2
2256,2,57,1,3,2,2,1,1,0,12,8,12,0,12,12,1,16,1,2,0,1,3,2,1,1,2,1,2,2,1,2,1
2262,2,21,3,5,5,0,2,2,0,16,12,14,0,11,3,1,0.75,1,2,0,1,2,1,3,2,0,0,2,1,1,2,2
2269,2,89,1,5,7,0,1,1,0,12,3,3,0,0,8,5,-1,2,2,0,0,4,2,2,2,0,0,1,1,1,2,1
2272,2,34,1,1,2,3,4,2,0,11,11,0,10,8,12,1,4,2,2,2,3,2,1,2,2,0,0,1,1,1,2,1
2287,1,34,3,5,9,4,4,2,0,6,0,2,0,11,12,1,4,2,2,0,1,1,2,2,2,0,0,2,1,1,1,2
2290,2,37,2,5,7,4,3,1,0,11,20,0,0,0,9,4,-1,1,2,0,0,2,2,1,1,1,1,2,1,1,1,1
2293,1,41,2,5,5,2,2,2,0,12,12,0,0,1,9,1,0.25,2,2,0,1,1,1,2,2,0,0,2,1,1,1,1
2295,2,23,2,5,5,1,2,2,0,13,12,0,0,2,2,2,0.75,2,2,0,2,2,2,3,2,0,0,2,1,1,2,2
2296,2,53,2,5,13,2,1,1,0,12,6,0,0,0,9,5,-1,1,2,0,0,3,2,1,1,1,1,2,1,1,2,1
2300,1,77,2,1,9,3,2,2,0,12,0,0,12,0,4,5,-1,2,1,5,0,3,1,1,1,1,1,1,1,1,2,2
2302,2,28,2,1,1,2,2,2,0,12,16,0,11,11,11,1,3,2,2,1,2,2,2,1,2,1,0,2,1,1,2,1
2305,1,52,2,3,23,6,1,1,0,10,5,0,0,12,12,7,-1,2,2,0,0,3,2,2,2,0,0,1,1,1,1,1
2312,2,25,1,5,7,1,2,2,0,14,16,14,0,8,12,6,-1,2,2,0,0,2,2,3,2,0,0,2,1,1,2,1
2313,2,53,1,1,8,4,3,3,0,8,12,0,12,11,12,7,-1,2,2,1,0,2,1,2,2,0,0,1,2,1,2,2
2317,1,56,1,1,2,0,2,2,0,17,12,12,14,12,12,1,4,2,2,7,2,2,1,1,1,2,2,1,3,3,2,1
2321,1,67,2,3,10,2,1,1,0,12,9,9,0,0,12,5,-1,2,2,0,0,2,2,2,2,0,0,1,3,3,2,1
2326,2,57,1,2,3,3,4,2,0,16,16,16,0,6,12,1,0.75,2,2,0,1,1,1,1,1,1,3,2,3,2,2,1
2334,1,76,1,1,3,2,2,2,0,20,12,12,16,0,12,5,-1,2,2,1,0,1,1,1,1,1,1,1,4,4,2,1
2336,2,54,1,1,7,0,4,2,0,18,12,14,17,12,12,1,3,1,2,2,1,2,2,1,1,1,1,1,4,4,2,1
2340,2,29,1,1,1,0,2,2,0,14,16,10,10,12,12,1,11,2,2,1,1,3,2,2,2,0,0,1,4,3,2,1
2342,2,68,1,3,4,2,1,1,0,14,14,12,0,0,8,5,-1,2,2,0,0,3,2,1,1,3,2,2,4,1,2,1
2345,2,75,1,1,9,4,2,2,0,12,8,8,8,10,12,2,2,2,2,5,1,1,2,1,1,1,2,2,1,1,2,2
